PMID	doi	year	first_author	title	journal	PubMed_url	doi_url
30266756	10.1136/jmedgenet-2018-105359	2018	Chang X	Common variants at 5q33.1 predispose to migraine in African-American children.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/30266756	https://doi.org/10.1136/jmedgenet-2018-105359
30808802	10.1136/jmedgenet-2018-105726	2019	Freidin M	Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/30808802	https://doi.org/10.1136/jmedgenet-2018-105726
31217265	10.1136/jmedgenet-2018-105965	2019	Sliz E	Genome-wide association study identifies seven novel loci associating with circulating cytokines and cell adhesion molecules in Finns.	J Med Genet	https://pubmed.ncbi.nlm.nih.gov/31217265	https://doi.org/10.1136/jmedgenet-2018-105965
24700089	10.1002/jmv.23943	2014	Miura K	Genome-wide association study of HPV-associated cervical cancer in Japanese women.	J Med Virol	https://pubmed.ncbi.nlm.nih.gov/24700089	https://doi.org/10.1002/jmv.23943
27894865	10.1016/j.yjmcc.2016.11.012	2016	Gago-Diaz M	The genetic component of bicuspid aortic valve and aortic dilation. An exome-wide association study.	J Mol Cell Cardiol	https://pubmed.ncbi.nlm.nih.gov/27894865	https://doi.org/10.1016/j.yjmcc.2016.11.012
28843344	10.1016/j.yjmcc.2017.08.011	2017	Lv WQ	Novel common variants associated with body mass index and coronary artery disease detected using a pleiotropic cFDR method.	J Mol Cell Cardiol	https://pubmed.ncbi.nlm.nih.gov/28843344	https://doi.org/10.1016/j.yjmcc.2017.08.011
29934777	10.1007/s00109-018-1661-6	2018	Witten A	Targeted resequencing of a locus for heparin-induced thrombocytopenia on chromosome 5 identified in a genome-wide association study.	J Mol Med (Berl)	https://pubmed.ncbi.nlm.nih.gov/29934777	https://doi.org/10.1007/s00109-018-1661-6
30353303	10.1007/s00109-018-1708-8	2018	Seo M	Genomics and response to long-term oxygen therapy in chronic obstructive pulmonary disease.	J Mol Med (Berl)	https://pubmed.ncbi.nlm.nih.gov/30353303	https://doi.org/10.1007/s00109-018-1708-8
22648509	10.1007/s12031-012-9787-4	2012	Wang KS	PKNOX2 is associated with formal thought disorder in schizophrenia: a meta-analysis of two genome-wide association studies.	J Mol Neurosci	https://pubmed.ncbi.nlm.nih.gov/22648509	https://doi.org/10.1007/s12031-012-9787-4
23229837	10.1007/s12031-012-9931-1	2012	Aragam N	TMPRSS9 and GRIN2B are associated with neuroticism: a genome-wide association study in a European sample.	J Mol Neurosci	https://pubmed.ncbi.nlm.nih.gov/23229837	https://doi.org/10.1007/s12031-012-9931-1
18073375	10.1093/jnci/djm250	2007	Duggan D	Two genome-wide association studies of aggressive prostate cancer implicate putative prostate tumor suppressor gene DAB2IP.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/18073375	https://doi.org/10.1093/jnci/djm250
18780872	10.1093/jnci/djn268	2008	Liu P	Familial aggregation of common sequence variants on 15q24-25.1 in lung cancer.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/18780872	https://doi.org/10.1093/jnci/djn268
21263130	10.1093/jnci/djq563	2011	Fletcher O	Novel breast cancer susceptibility locus at 9q31.2: results of a genome-wide association study.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/21263130	https://doi.org/10.1093/jnci/djq563
21483023	10.1093/jnci/djr075	2011	Wu X	Genome-wide association study of survival in non-small cell lung cancer patients receiving platinum-based chemotherapy.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/21483023	https://doi.org/10.1093/jnci/djr075
22286212	10.1093/jnci/djr516	2012	Urayama KY	Genome-wide association study of classical Hodgkin lymphoma and Epstein-Barr virus status-defined subgroups.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/22286212	https://doi.org/10.1093/jnci/djr516
23482656	10.1093/jnci/djt051	2013	Chen D	Genome-wide association study of susceptibility loci for cervical cancer.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/23482656	https://doi.org/10.1093/jnci/djt051
23512250	10.1093/jnci/djt042	2013	Xu H	Novel susceptibility variants at 10p12.31-12.2 for childhood acute lymphoblastic leukemia in ethnically diverse populations.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/23512250	https://doi.org/10.1093/jnci/djt042
25713168	10.1093/jnci/djv035	2015	Leng S	15q12 variants, sputum gene promoter hypermethylation, and lung cancer risk: a GWAS in smokers.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/25713168	https://doi.org/10.1093/jnci/djv035
25890600	10.1093/jnci/djv081	2015	Guo Q	Identification of novel genetic markers of breast cancer survival.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/25890600	https://doi.org/10.1093/jnci/djv081
29059430	10.1093/jnci/djx058	2017	Morton LM	Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/29059430	https://doi.org/10.1093/jnci/djx058
29117387	10.1093/jnci/djx084	2017	Conti DV	Two Novel Susceptibility Loci for Prostate Cancer in Men of African Ancestry.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/29117387	https://doi.org/10.1093/jnci/djx084
29432556	10.1093/jnci/djx281	2018	Brooke RJ	A High-risk Haplotype for Premature Menopause in Childhood Cancer Survivors Exposed to Gonadotoxic Therapy.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/29432556	https://doi.org/10.1093/jnci/djx281
29917119	10.1093/jnci/djy099	2018	Schmit SL	Novel Common Genetic Susceptibility Loci for Colorectal Cancer.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/29917119	https://doi.org/10.1093/jnci/djy099
30299488	10.1093/jnci/djy150	2018	Wang TM	Genome-Wide Association Study of Susceptibility Loci for Radiation-Induced Brain Injury.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/30299488	https://doi.org/10.1093/jnci/djy150
30541042	10.1093/jnci/djy155	2018	Walsh N	Agnostic Pathway/Gene Set Analysis of Genome-Wide Association Data Identifies Associations for Pancreatic Cancer.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/30541042	https://doi.org/10.1093/jnci/djy155
30938820	10.1093/jnci/djz043	2019	Qian M	Genome-Wide Association Study of Susceptibility Loci for T-Cell Acute Lymphoblastic Leukemia in Children.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/30938820	https://doi.org/10.1093/jnci/djz043
31095341	10.1093/jnci/djz075	2019	Kerns SL	Radiogenomics Consortium Genome-Wide Association Study Meta-Analysis of Late Toxicity After Prostate Cancer Radiotherapy.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/31095341	https://doi.org/10.1093/jnci/djz075
32324875	10.1093/jnci/djaa058	2020	Campbell PT	Association of Body Mass Index With Colorectal Cancer Risk by Genome-Wide Variants.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/32324875	https://doi.org/10.1093/jnci/djaa058
32785646	10.1093/jnci/djaa101	2020	Maguire S	Common Susceptibility Loci for Male Breast Cancer.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/32785646	https://doi.org/10.1093/jnci/djaa101
32882024	10.1093/jnci/djaa133	2020	Lee SHR	Genome-Wide Association Study of Susceptibility Loci for TCF3-PBX1 Acute Lymphoblastic Leukemia in Children.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/32882024	https://doi.org/10.1093/jnci/djaa133
34424336	10.1093/jnci/djab167	2021	Mobuchon L	Different Pigmentation Risk Loci for High-Risk Monosomy 3 and Low-Risk Disomy 3 Uveal Melanomas.	J Natl Cancer Inst	https://pubmed.ncbi.nlm.nih.gov/34424336	https://doi.org/10.1093/jnci/djab167
18839057	10.1007/s00702-008-0119-3	2008	Lesch KP	Molecular genetics of adult ADHD: converging evidence from genome-wide association and extended pedigree linkage studies.	J Neural Transm (Vienna)	https://pubmed.ncbi.nlm.nih.gov/18839057	https://doi.org/10.1007/s00702-008-0119-3
22072270	10.1007/s00702-011-0729-z	2011	Wang KS	Genome-wide association study identifies 5q21 and 9p24.1 (KDM4C) loci associated with alcohol withdrawal symptoms.	J Neural Transm (Vienna)	https://pubmed.ncbi.nlm.nih.gov/22072270	https://doi.org/10.1007/s00702-011-0729-z
26821981	10.1007/s00702-015-1472-7	2016	Koga AT	Genome-wide association analysis to predict optimal antipsychotic dosage in schizophrenia: a pilot study.	J Neural Transm (Vienna)	https://pubmed.ncbi.nlm.nih.gov/26821981	https://doi.org/10.1007/s00702-015-1472-7
20117844	10.1016/j.jneuroim.2010.01.003	2010	Brynedal B	MGAT5 alters the severity of multiple sclerosis.	J Neuroimmunol	https://pubmed.ncbi.nlm.nih.gov/20117844	https://doi.org/10.1016/j.jneuroim.2010.01.003
20598377	10.1016/j.jneuroim.2010.06.003	2010	Nischwitz S	Evidence for VAV2 and ZNF433 as susceptibility genes for multiple sclerosis.	J Neuroimmunol	https://pubmed.ncbi.nlm.nih.gov/20598377	https://doi.org/10.1016/j.jneuroim.2010.06.003
30196823	10.1016/j.jneuroim.2018.07.016	2018	Blum S	Genome-wide association study in Guillain-Barré syndrome.	J Neuroimmunol	https://pubmed.ncbi.nlm.nih.gov/30196823	https://doi.org/10.1016/j.jneuroim.2018.07.016
26233692	10.1007/s00415-015-7868-3	2015	Gan-Or Z	The Alzheimer disease BIN1 locus as a modifier of GBA-associated Parkinson disease.	J Neurol	https://pubmed.ncbi.nlm.nih.gov/26233692	https://doi.org/10.1007/s00415-015-7868-3
26746183	10.1136/jnnp-2015-311541	2016	Watanabe H	A rapid functional decline type of amyotrophic lateral sclerosis is linked to low expression of TTN.	J Neurol Neurosurg Psychiatry	https://pubmed.ncbi.nlm.nih.gov/26746183	https://doi.org/10.1136/jnnp-2015-311541
26818729	10.1136/jnnp-2015-312272	2016	Weinsheimer S	Genome-wide association study of sporadic brain arteriovenous malformations.	J Neurol Neurosurg Psychiatry	https://pubmed.ncbi.nlm.nih.gov/26818729	https://doi.org/10.1136/jnnp-2015-312272
28739605	10.1136/jnnp-2017-315971	2017	Zhou Y	Genetic variation in the gene <i>LRP2</i> increases relapse risk in multiple sclerosis.	J Neurol Neurosurg Psychiatry	https://pubmed.ncbi.nlm.nih.gov/28739605	https://doi.org/10.1136/jnnp-2017-315971
24954085	10.1016/j.jns.2014.06.006	2014	Della-Morte D	Novel genetic variants modify the effect of smoking on carotid plaque burden in Hispanics.	J Neurol Sci	https://pubmed.ncbi.nlm.nih.gov/24954085	https://doi.org/10.1016/j.jns.2014.06.006
28870582	10.1016/j.jns.2017.07.044	2017	Wang XF	Linking Alzheimer's disease and type 2 diabetes: Novel shared susceptibility genes detected by cFDR approach.	J Neurol Sci	https://pubmed.ncbi.nlm.nih.gov/28870582	https://doi.org/10.1016/j.jns.2017.07.044
34563919	10.1016/j.jns.2021.119997	2021	Chiba Y	Genetic and demographic predisposing factors associated with pediatric sleepwalking in the Philadelphia Neurodevelopmental Cohort.	J Neurol Sci	https://pubmed.ncbi.nlm.nih.gov/34563919	https://doi.org/10.1016/j.jns.2021.119997
30958311	10.3233/JND-190377	2019	Tao F	Modifier Gene Candidates in Charcot-Marie-Tooth Disease Type 1A: A Case-Only Genome-Wide Association Study.	J Neuromuscul Dis	https://pubmed.ncbi.nlm.nih.gov/30958311	https://doi.org/10.3233/JND-190377
29608535	10.1097/WNO.0000000000000648	2018	Kuehn MH	Genetic Survey of Adult-Onset Idiopathic Intracranial Hypertension.	J Neuroophthalmol	https://pubmed.ncbi.nlm.nih.gov/29608535	https://doi.org/10.1097/WNO.0000000000000648
30242048	10.1523/JNEUROSCI.1970-17.2018	2018	Chen B	Genomic Analyses of Visual Cognition: Perceptual Rivalry and Top-Down Control.	J Neurosci	https://pubmed.ncbi.nlm.nih.gov/30242048	https://doi.org/10.1523/JNEUROSCI.1970-17.2018
33264229	10.1097/ANA.0000000000000749	2020	Rickenbacher M	Genome-wide Association Study of Postoperative Cognitive Dysfunction in Older Surgical Patients.	J Neurosurg Anesthesiol	https://pubmed.ncbi.nlm.nih.gov/33264229	https://doi.org/10.1097/ANA.0000000000000749
24554482	10.1007/s13365-014-0235-9	2014	Leger PD	Genome-wide association study of peripheral neuropathy with D-drug-containing regimens in AIDS Clinical Trials Group protocol 384.	J Neurovirol	https://pubmed.ncbi.nlm.nih.gov/24554482	https://doi.org/10.1007/s13365-014-0235-9
22437554	10.3945/jn.111.156349	2012	Major JM	Genome-wide association study identifies three common variants associated with serologic response to vitamin E supplementation in men.	J Nutr	https://pubmed.ncbi.nlm.nih.gov/22437554	https://doi.org/10.3945/jn.111.156349
25972531	10.3945/jn.114.208769	2015	Carter TC	Common Variants at Putative Regulatory Sites of the Tissue Nonspecific Alkaline Phosphatase Gene Influence Circulating Pyridoxal 5'-Phosphate Concentration in Healthy Adults.	J Nutr	https://pubmed.ncbi.nlm.nih.gov/25972531	https://doi.org/10.3945/jn.114.208769
33382404	10.1093/jn/nxaa391	2020	Sallinen RJ	Genetic Risk Score for Serum 25-Hydroxyvitamin D Concentration Helps to Guide Personalized Vitamin D Supplementation in Healthy Finnish Adults.	J Nutr	https://pubmed.ncbi.nlm.nih.gov/33382404	https://doi.org/10.1093/jn/nxaa391
33382417	10.1093/jn/nxaa355	2020	Batai K	Genome-Wide Association Study of Response to Selenium Supplementation and Circulating Selenium Concentrations in Adults of European Descent.	J Nutr	https://pubmed.ncbi.nlm.nih.gov/33382417	https://doi.org/10.1093/jn/nxaa355
33693791	10.1093/jn/nxaa452	2021	Park S	Observational or Genetically Predicted Higher Vegetable Intake and Kidney Function Impairment: An Integrated Population-Scale Cross-Sectional Analysis and Mendelian Randomization Study.	J Nutr	https://pubmed.ncbi.nlm.nih.gov/33693791	https://doi.org/10.1093/jn/nxaa452
28439531	10.1016/j.jnim.2017.03.002	2017	Aslibekyan S	Genome- and CD4+ T-cell methylome-wide association study of circulating trimethylamine-N-oxide in the Genetics of Lipid Lowering Drugs and Diet Network (GOLDN).	J Nutr Intermed Metab	https://pubmed.ncbi.nlm.nih.gov/28439531	https://doi.org/10.1016/j.jnim.2017.03.002
34733494	10.1017/jns.2021.49	2021	Nakamura Y	A genome-wide association study on meat consumption in a Japanese population: the Japan Multi-Institutional Collaborative Cohort study.	J Nutr Sci	https://pubmed.ncbi.nlm.nih.gov/34733494	https://doi.org/10.1017/jns.2021.49
26112879	10.1159/000431151	2015	Rudkowska I	Interaction between Common Genetic Variants and Total Fat Intake on Low-Density Lipoprotein Peak Particle Diameter: A Genome-Wide Association Study.	J Nutrigenet Nutrigenomics	https://pubmed.ncbi.nlm.nih.gov/26112879	https://doi.org/10.1159/000431151
28002826	10.1159/000452890	2016	D'Adamo CR	The CAPN2/CAPN8 Locus on Chromosome 1q Is Associated with Variation in Serum Alpha-Carotene Concentrations.	J Nutrigenet Nutrigenomics	https://pubmed.ncbi.nlm.nih.gov/28002826	https://doi.org/10.1159/000452890
21253498	10.1155/2011/329038	2010	Benjamin AM	Gene by sex interaction for measures of obesity in the framingham heart study.	J Obes	https://pubmed.ncbi.nlm.nih.gov/21253498	https://doi.org/10.1155/2011/329038
30363675	10.1155/2018/3253096	2018	Cha EDK	Using Adipose Measures from Health Care Provider-Based Imaging Data for Discovery.	J Obes	https://pubmed.ncbi.nlm.nih.gov/30363675	https://doi.org/10.1155/2018/3253096
24351856	10.1539/joh.13-0172-oa	2013	Nanayakkara S	An integrative study of the genetic, social and environmental determinants of chronic kidney disease characterized by tubulointerstitial damages in the North Central Region of Sri Lanka.	J Occup Health	https://pubmed.ncbi.nlm.nih.gov/24351856	https://doi.org/10.1539/joh.13-0172-oa
30662464	10.1155/2018/6594169	2018	Yang C	Clinical Implication and the Hereditary Factors of NM23 in Hepatocellular Carcinoma Based on Bioinformatics Analysis and Genome-Wide Association Study.	J Oncol	https://pubmed.ncbi.nlm.nih.gov/30662464	https://doi.org/10.1155/2018/6594169
20871662	10.1155/2010/861291	2010	Fu YP	Identification of Diabetic Retinopathy Genes through a Genome-Wide Association Study among Mexican-Americans from Starr County, Texas.	J Ophthalmol	https://pubmed.ncbi.nlm.nih.gov/20871662	https://doi.org/10.1155/2010/861291
28983962	10.1002/jor.23746	2017	Cheung JPY	Etiology of developmental spinal stenosis: A genome-wide association study.	J Orthop Res	https://pubmed.ncbi.nlm.nih.gov/28983962	https://doi.org/10.1002/jor.23746
34776419	10.3233/JPD-212818	2021	Brolin K	Insights on Genetic and Environmental Factors in Parkinson's Disease from a Regional Swedish Case-Control Cohort.	J Parkinsons Dis	https://pubmed.ncbi.nlm.nih.gov/34776419	https://doi.org/10.3233/JPD-212818
19656524	10.1016/j.jpeds.2009.06.020	2009	Grant SF	A genome-wide association study identifies a locus for nonsyndromic cleft lip with or without cleft palate on 8q24.	J Pediatr	https://pubmed.ncbi.nlm.nih.gov/19656524	https://doi.org/10.1016/j.jpeds.2009.06.020
28918882	10.1016/j.jpeds.2017.08.004	2017	Wattacheril J	Genome-Wide Associations Related to Hepatic Histology in Nonalcoholic Fatty Liver Disease in Hispanic Boys.	J Pediatr	https://pubmed.ncbi.nlm.nih.gov/28918882	https://doi.org/10.1016/j.jpeds.2017.08.004
31393333	10.1097/MPG.0000000000002462	2019	Naramore SK	Serologic, but Not Genetic, Markers Are Associated With Impaired Anthropometrics at Diagnosis of Pediatric Crohn's Disease.	J Pediatr Gastroenterol Nutr	https://pubmed.ncbi.nlm.nih.gov/31393333	https://doi.org/10.1097/MPG.0000000000002462
26422391	10.1097/BPO.0000000000000660	2015	Yellin JL	Candidate Loci are Revealed by an Initial Genome-wide Association Study of Juvenile Osteochondritis Dissecans.	J Pediatr Orthop	https://pubmed.ncbi.nlm.nih.gov/26422391	https://doi.org/10.1097/BPO.0000000000000660
