ISSN (Online)	ISSN (Print)	JournalTitle	JrId	MedAbbr	NlmId
 1938-7458	 1534-5084	 Assessment for effective intervention : official journal of the Council for Educational Diagnostic Services	 38852	 Assess Eff Interv	 101486912
 1947-5543	 1947-5535	 Biopreservation and biobanking	 38853	 Biopreserv Biobank	 101507284
 2156-6976		 American journal of cancer research	 38854	 Am J Cancer Res	 101549944
 1726-801X	 1011-3924	 Bulletin of the Chemical Society of Ethiopia	 38855	 Bull Chem Soc Ethiop	 101549991
 1178-6264		 Biochemistry insights	 38856	 Biochem Insights	 101549953
 1877-9190	 1877-9182	 Cardiac electrophysiology clinics	 38857	 Card Electrophysiol Clin	 101549998
 2155-8213		 Dental hypotheses	 38858	 Dent Hypotheses	 101550002
	 0193-6530	 Digest of technical papers. IEEE International Solid-State Circuits Conference	 38859	 Dig Tech Pap IEEE Int Solid State Circuits Conf	 101550004
 1573-1510	 1567-7419	 Environmental fluid mechanics (Dordrecht, Netherlands : 2001)	 38860	 Environ Fluid Mech (Dordr)	 101550034
 1547-3457	 1066-5684	 Equity & excellence in education : University of Massachusetts School of Education journal	 38861	 Equity Excell Educ	 101550035
	 0013-175X	 Educational horizons	 38862	 Educ Horiz	 101550160
 1873-5703	 0176-2680	 European journal of political economy	 38863	 Eur J Polit Econ	 101550054
 1873-5797	 0167-9236	 Decision support systems	 38864	 Decis Support Syst	 101550449
 1528-8889	 0094-4289	 Journal of engineering materials and technology	 38865	 J Eng Mater Technol	 101550468
 2391-8241	 1689-9636	 Journal of Applied Computer Science Methods	 38866	 J Appl Comput Sci Methods	 101550790
 1872-6933	 0169-023X	 Data & knowledge engineering	 38867	 Data Knowl Eng	 101550897
		 International neurotrauma letter	 38868	 Int Neurotrauma Lett	 101550833
 1879-274X	 0167-5729	 Surface science reports	 38869	 Surf Sci Rep	 101550866
 1179-2736		 Journal of blood medicine	 38870	 J Blood Med	 101550884
 1573-059X	 0923-0645	 Marketing letters	 38871	 Mark Lett	 101550905
 1179-2779		 Open access animal physiology	 38872	 Open Access Anim Physiol	 101551288
 2090-2352	 2090-2344	 Journal of neuroparasitology	 38873	 J Neuroparasitology	 101551303
 1923-4163	 1923-4155	 Journal of medical cases	 38874	 J Med Cases	 101551824
	 1537-2375	 Marketing and Public Policy Conference proceedings. Marketing and Public Policy Conference	 38875	 Mark Public Policy Conf Proc	 101551825
 2090-2018	 2090-200X	 Organic chemistry International	 38876	 Org Chem Int	 101551828
 1528-901X	 0098-2202	 Journal of fluids engineering	 38877	 J Fluids Eng	 101551830
 1948-2922	 1948-2914	 Proceedings of the ... International Conference on Biomedical Engineering and Informatics. International Conference on Biomedical Engineering and Informatics	 38878	 Proc Int Conf Biomed Eng Inform	 101552235
 1533-8622	 1529-3262	 Gastronomica : the journal of food and culture	 38879	 Gastronomica (Berkeley Calif)	 101554255
	 1017-1444	 Geschichte und Gegenwart	 38880	 Gesch Ggw (Graz)	 101554351
	 0204-4005	" Godishnik na Sofiiskiia universitet ""Kliment Okhridski,"" Istoricheski fakultet = Annuaire de l'Universite de Sofia ""Kliment Ohridski,"" Faculte d'histoire"	 38881	 God Sofij Univ Sv Kl Ohridski Istor Fak	 101554357
	 0156-8698	 The Great circle : journal of the Australian Association for Maritime History	 38882	 Great Circle	 101554421
	 1229-7895	 Han'guk Kwahaksa Hakhoeji	 38883	 Hanguk Kwahaksa Hakhoeji	 101554427
 1553-0639	 0018-2176	 Hispanic review	 38884	 Hisp Rev	 101554450
 1477-2620	 0734-1512	 History and technology	 38885	 Hist Technol	 101554451
 1465-3451	 0143-9685	 Historical journal of film, radio, and television	 38886	 Hist J Film Radio Telev	 101554482
 1827-1723	 0026-4954	 Minerva pneumologica	 38889	 Minerva Pneumol	 0070205
 2831-5448	 0015-511X	 Focus on exceptional children	 38890	 Focus Except Child	 0240221
 1348-9372	 0386-9768	 Nihon Shokaki Geka Gakkai zasshi	 38891	 Nihon Shokaki Geka Gakkai Zasshi	 7505761
 1545-2298	 0145-935X	 Child & youth services	 38892	 Child Youth Serv	 7801928
	 0899-2517	 The Journal of musculoskeletal medicine	 38893	 J Musculoskelet Med	 8608119
 1474-9734	 0266-8734	 Psychoanalytic psychotherapy	 38894	 Psychoanal Psychother	 8912763
 2150-623X	 1064-8542	 Applied clinical trials	 38895	 Appl Clin Trials	 9212040
 1827-160X	 1120-4826	 Minerva biotecnologica	 38896	 Minerva Biotecnol	 9425433
 1878-9390	 1357-3039	 Medicine (Abingdon, England : UK ed.)	 38897	 Medicine (Abingdon)	 9508189
 2078-6204	 2078-6190	 South African family practice : official journal of the South African Academy of Family Practice/Primary Care	 38898	 S Afr Fam Pract (2004)	 9701104
 1540-7624	 1091-1332	 Journal of maintenance in the addictions	 38899	 J Maint Addict	 9707735
 1572-8471	 1233-1821	 Foundations of science	 38900	 Found Sci	 9713492
 1873-1945	 0014-3057	 European polymer journal	 38901	 Eur Polym J	 9876024
 1873-1228	 0164-1212	 The Journal of systems and software	 38902	 J Syst Softw	 9882164
 1538-9286	 0892-3647	 The American journal of distance education	 38903	 Am J Distance Educ	 9883199
 1532-3277	 1532-3269	 Journal of hospital librarianship	 38904	 J Hosp Librariansh	 100968290
 1545-5556		 The electronic journal of human sexuality	 38905	 Electronic J Hum Sex	 101086282
 1945-7081	 1546-993X	 Integrative medicine (Encinitas, Calif.)	 38906	 Integr Med (Encinitas)	 101196303
 2226-5104	 1728-869X	 Journal of exercise science and fitness	 38907	 J Exerc Sci Fit	 101198241
 1875-6298	 1570-193X	 Mini-reviews in organic chemistry	 38908	 Mini Rev Org Chem	 101208431
 1941-1294	 1541-1672	 IEEE intelligent systems	 38909	 IEEE Intell Syst	 101213160
 1572-9796	 1567-7818	 Natural computing	 38910	 Nat Comput	 101220059
	 1539-1663	 Vadose zone journal : VZJ	 38911	 Vadose Zone J	 101235416
 1555-5259	 1555-5240	 Journal of workplace behavioral health	 38912	 J Workplace Behav Health	 101249829
	 1556-4002	 World heart journal	 38913	 World Heart J	 101253269
 2150-1327	 2150-1319	 Journal of primary care & community health	 38914	 J Prim Care Community Health	 101518419
	 1791-9967	 Experimental medicine	 38915	 Exp Med	 101520599
 2151-8025	 2151-8017	 Forum on immunopathological diseases and therapeutics	 38916	 For Immunopathol Dis Therap	 101528082
 2040-6231	 2040-6223	 Therapeutic advances in chronic disease	 38917	 Ther Adv Chronic Dis	 101532140
 2177-6709	 2176-9451	 Dental press journal of orthodontics	 38918	 Dental Press J Orthod	 101532240
 1878-7657	 1878-7649	 European geriatric medicine	 38919	 Eur Geriatr Med	 101533694
 1875-3892	 1875-3884	 Physics procedia	 38920	 Phys Procedia	 101541430
 2155-6156		 Journal of diabetes & metabolism	 38921	 J Diabetes Metab	 101549907
	 0019-6363	 Journal of the Indian Society of Agricultural Statistics. Indian Society of Agricultural Statistics	 38922	 J Indian Soc Agric Stat	 101550018
 1876-1089	 1876-1070	 Journal of the Taiwan Institute of Chemical Engineers	 38923	 J Taiwan Inst Chem Eng	 101550026
 1945-7553	 0090-3973	 Journal of testing and evaluation	 38924	 J Test Eval	 101550009
 1936-6434	 1936-6426	 Evolution	 38925	 Evolution (N Y)	 101550060
 2157-7560		 Journal of vaccines & vaccination	 38926	 J Vaccines Vaccin	 101550070
 1556-4827		 Family violence prevention and health practice : an e-journal of the Family Violence Prevention Fund	 38927	 Fam Viol Prev Health Pract	 101550074
 1878-7797	 1878-7789	 Nano communication networks	 38928	 Nano Commun Netw	 101550164
 1477-2299	 0895-7959	 High pressure research	 38929	 High Press Res	 101550174
 1941-4919	 1941-4900	 Nanoscience and nanotechnology letters (Print)	 38930	 Nanosci Nanotechnol Lett	 101550168
 2190-5029	 2190-5010	 History of geo- and space sciences	 38931	 Hist Geo Space Sci	 101550175
	 1084-2403	 International gazette (Forest Hill, Md.)	 38932	 Int Gaz (For Hill)	 101550176
 1178-6388		 Nutrition and metabolic insights	 38933	 Nutr Metab Insights	 101550186
	 0973-6778	 International journal for computational vision and biomechanics	 38934	 Int J Comput Vis Biomech	 101550180
 2155-6113		 Journal of AIDS & clinical research	 38935	 J AIDS Clin Res	 101550222
 2152-081X	 2152-0828	 Psychology of violence	 38936	 Psychol Violence	 101550224
 1667-6726	 1514-0326	 Journal of applied economics	 38937	 J Appl Econ	 101550228
 1931-3195		 Journal of applied remote sensing	 38938	 J Appl Remote Sens	 101550230
 1948-593X		 Journal of bioanalysis & biomedicine	 38939	 J Bioanal Biomed	 101550236
 2157-7013		 Journal of cell science & therapy	 38940	 J Cell Sci Ther	 101550241
	 1934-7375	 Journal of chemistry and chemical engineering	 38941	 J Chem Chem Eng	 101550242
	 1084-9467	 Journal of developmental entrepreneurship : JDE	 38942	 J Dev Entrep	 101550243
 1532-4222	 0898-2112	 Quality engineering	 38944	 Qual Eng	 101550255
		 Proceedings of the ... International Conference on Machine Learning and Applications. International Conference on Machine Learning and Applications	 38946	 Proc Int Conf Mach Learn Appl	 101550260
 2150-7058	 2150-704X	 Remote sensing letters (Print)	 38947	 Remote Sens Lett	 101550266
 2042-6984	 2042-6976	 International forum of allergy & rhinology	 38948	 Int Forum Allergy Rhinol	 101550261
 1879-3347	 0257-8972	 Surface & coatings technology	 38949	 Surf Coat Technol	 101550294
 2042-4892	 2042-4884	 The European journal of cardiovascular medicine	 38950	 Eur J Cardiovasc Med	 101550317
 1876-3960		 The open nutraceuticals journal	 38951	 Open Nutraceuticals J	 101550324
 2046-1690		 WebmedCentral	 38952	 Webmedcentral	 101550379
		 The journal of equity in health	 38953	 J Equity Health	 101550321
	 0049-4127	 Topic	 38954	 Topic (Wash)	 101550326
 2352-4685	 1674-8301	 Journal of biomedical research	 38955	 J Biomed Res	 101551157
 1874-4214		 The open parasitology journal	 38956	 Open Parasitol J	 101552240
 1616-8534	 1436-6002	 Topics in organometallic chemistry	 38957	 Top Organomet Chem	 101552265
 1838-7640		 Theranostics	 38958	 Theranostics	 101552395
 1873-6955	 0278-4343	 Continental shelf research	 38959	 Cont Shelf Res	 101552269
 1757-1014	 1757-1006	 European paediatrics review	 38960	 Eur Paediatr Rev	 101552455
		 LSO working papers in linguistics	 38961	 LSO Work Pap Linguist	 101552629
 1614-5054	 1614-5046	 Innovations in systems and software engineering	 38962	 Innov Syst Softw Eng	 101552463
 1758-3861	 1758-3853	 European oncology	 38963	 Eur Oncol	 101552551
 2090-1534	 2090-1526	 Ulcers	 38964	 Ulcers	 101552557
 1872-695X	 0169-555X	 Geomorphology (Amsterdam, Netherlands)	 38965	 Geomorphology (Amst)	 101552567
 1873-5568	 0167-9317	 Microelectronic engineering	 38966	 Microelectron Eng	 101552621
 1553-524X	 1531-3492	 Discrete and continuous dynamical systems. Series B	 38967	 Discrete Continuous Dyn Syst Ser B	 101552619
 2156-8502	 2156-8456	 Advances in bioscience and biotechnology (Print)	 38968	 Adv Biosci Biotechnol	 101553812
 1937-5174	 1939-4071	 Environmental justice (Print)	 38969	 Environ Justice	 101554252
	 1527-7143	 North American journal of psychology	 38970	 N Am J Psychol	 101554946
 2010-3778	 2010-376X	 World academy of science, engineering and technology	 38971	 World Acad Sci Eng Technol	 101554947
 1776-3371	 0021-7824	 Journal de mathematiques pures et appliquees	 38972	 J Math Pures Appl	 101555101
 2151-1942	 2151-1934	 Journal of cancer therapy	 38973	 J Cancer Ther	 101555104
 1558-9528		 Journal of online learning and teaching	 38974	 J Online Learn Teach	 101555105
 1069-1898		 Journal of statistics education : an international journal on the teaching and learning of statistics	 38975	 J Stat Educ	 101555108
 1552-7794	 1527-0025	 Journal of sports economics	 38976	 J Sports Econom	 101555106
 1876-3901		 The open cell signaling journal	 38977	 Open Cell Signal J	 101555349
	 0287-6485	 [Kusuri no chishiki] Pharmaceutical review	 38978	 Kusuri No Chishiki	 18220340R
	 0536-1184	 Proceedings. IBM Medical Symposium	 38979	 Proc IBM Med Symp	 24110010R
 1876-4428	 1873-9652	 Polar science	 38980	 Polar Sci	 101464264
		 The American homeopath	 38981	 Am Homeopath	 100910907
	 0371-4217	 Suisan zoshoku	 38982	 Suisan Zoshoku	 101556841
 2160-5904	 2160-5351	 Binocular vision & strabology quarterly, Simms-Romano's	 38983	 Binocul Vis Strabolog Q Simms Romano	 101556982
 2092-7843	 1976-0280	 Biochip journal	 38984	 Biochip J	 101517318
 1873-0191	 0928-4931	 Materials science & engineering. C, Materials for biological applications	 38985	 Mater Sci Eng C Mater Biol Appl	 101484109
 1868-2561	 0932-2353	 Springer series in biophysics	 38987	 Springer Ser Biophys	 8807568
 1521-0693	 1057-3569	 Reading & writing quarterly : overcoming learning difficulties	 38988	 Read Writ Q	 9210260
 1471-5449	 0958-2029	 Research Evaluation	 38989	 Res Eval	 9884634
 1347-5177	 1346-3969	 Acoustical science and technology	 38990	 Acoust Sci Technol	 101089134
	 1225-1356	 Han'guk nonyonhak = Journal of Korea Gerontological Society	 38991	 Hanguk Nonyonhak	 101128840
 1559-0119	 1534-8644	 Clinical reviews in bone and mineral metabolism	 38992	 Clin Rev Bone Miner Metab	 101130733
	 1356-1030	 Eurohealth	 38993	 Eurohealth (Lond)	 101260308
 1470-6431	 1470-6423	 International journal of consumer studies	 38994	 Int J Consum Stud	 101289797
 1750-1687	 1750-1679	 Journal of care services management	 38995	 J Care Serv Manag	 101312798
	 1759-7374	 African journal of midwifery and women's health	 38996	 Afr J Midwifery Womens Health	 101469213
 1757-1782	 1757-1774	 Journal of infection prevention	 38997	 J Infect Prev	 101469725
 1751-4991		 e-SPEN, the European e-journal of clinical nutrition and metabolism	 38998	 E Spen Eur E J Clin Nutr Metab	 101492304
 1662-971X	 1662-9647	 GeroPsych	 38999	 GeroPsych (Bern)	 101530396
 2042-0196	 2042-0188	 Therapeutic advances in endocrinology and metabolism	 39000	 Ther Adv Endocrinol Metab	 101532143
 2041-210X		 Methods in ecology and evolution	 39001	 Methods Ecol Evol	 101539246
 2190-3948	 2190-393X	 Drug delivery and translational research	 39002	 Drug Deliv Transl Res	 101540061
 1759-1104		 Heart Asia	 39003	 Heart Asia	 101542742
 1179-271X		 Patient related outcome measures	 39004	 Patient Relat Outcome Meas	 101551170
 1873-4006	 0957-4158	 Mechatronics : the science of intelligent machines	 39005	 Mechatronics (Oxf)	 101551281
 1936-7317	 1936-6612	 Advanced science letters	 39006	 Adv Sci Lett	 101551253
 1872-8235	 0924-2716	 ISPRS journal of photogrammetry and remote sensing : official publication of the International Society for Photogrammetry and Remote Sensing (ISPRS)	 39007	 ISPRS J Photogramm Remote Sens	 101551484
 1876-8237		 The open obesity journal	 39008	 Open Obes J	 101551494
 1868-6001	 1868-310X	 Journal of community genetics	 39009	 J Community Genet	 101551501
 1938-7849		 Journal of transport and land use	 39010	 J Transp Land Use	 101551503
 2038-9566		 Stem Cell Studies	 39011	 Stem Cell Stud	 101551506
		 Proceedings. IEEE Radio and Wireless Symposium	 39012	 Proc IEEE Radio Wirel Symp	 101552334
 2210-7797	 2210-7789	 Pregnancy hypertension	 39013	 Pregnancy Hypertens	 101552483
 2043-9113		 Journal of clinical bioinformatics	 39014	 J Clin Bioinforma	 101554637
 1309-1042		 Atmospheric pollution research	 39015	 Atmos Pollut Res	 101554506
 0975-4865		 Biofrontiers	 39016	 Biofrontiers	 101554551
 1759-7277	 1759-7269	 Biofuels	 39017	 Biofuels	 101554569
 2041-6806	 2041-6792	 Clinical investigation	 39018	 Clin Investig (Lond)	 101554582
 2160-7516	 2160-7508	 Conference on Computer Vision and Pattern Recognition Workshops. IEEE Computer Society Conference on Computer Vision and Pattern Recognition. Workshops	 39019	 Conf Comput Vis Pattern Recognit Workshops	 101554644
		 ISM ... : ... IEEE International Symposium on Multimedia ... : proceedings. IEEE International Symposium on Multimedia	 39020	 ISM	 101554647
 1608-4217		 OnLine journal of biological sciences	 39021	 Online J Biol Sci	 101554657
 1940-3259		 The international journal of soil, sediment and water : documenting the cutting edge of environmental stewardship	 39022	 Int J Soil Sediment Water	 101554658
 1874-3757		 The open pathology journal	 39023	 Open Pathol J	 101554662
 2073-4859		 The R journal	 39024	 R J	 101554666
 1613-9860	 1869-6716	 Translational behavioral medicine	 39025	 Transl Behav Med	 101554668
 1467-6435	 0023-5962	 Kyklos (Online)	 39026	 Kyklos (Oxford)	 101556673
	 1335-0668	 Organon F	 39027	 Organon F (Bratisl)	 101556686
	 1021-2450	 Osterreichische Zeitschrift fur Pilzkunde	 39028	 Osterr Z Pilzkd	 101556695
 1878-7274	 1007-5704	 Communications in nonlinear science & numerical simulation	 39029	 Commun Nonlinear Sci Numer Simul	 101556844
 2008-238X	 1735-7020	 Iranian journal of parasitology	 39031	 Iran J Parasitol	 101464309
 1610-6970	 1610-2096	 Topics in current genetics	 39032	 Top Curr Genet	 101198252
	 1755-084X	 Freshwater reviews : a journal of the Freshwater Biological Association	 39033	 Freshw Rev	 101554712
 1943-1562	 1941-1022	 Psychology of religion and spirituality	 39036	 Psycholog Relig Spiritual	 101527717
 1532-7949	 1078-1919	 Peace and conflict : journal of peace psychology : the journal of the Division of Peace Psychology of the American Psychological Association	 39037	 Peace Confl	 9891725
		 Optoelectronics and communications conference	 39038	 Optoelectron Commun Conf	 101527692
		 Proceedings of the ... International Symposium on High Performance Distributed Computing	 39039	 Proc Int Symp High Perform Distrib Comput	 101527706
 1864-3361		 Survey research methods	 39040	 Surv Res Methods	 101527490
 0974-6943		 Journal of pharmacy research	 39044	 J Pharm Res	 101556893
